SegmentID,RBoro
"0113610","2"
"0116420","2"
"0078993","2"
"0079133","2"
"0176473","2"
"0077895","2"
"0080558","2"
"0079020","2"
"0077690","2"
"0077837","2"
"0077731","2"
"0077731","2"
"0077731","2"
"0080350","2"
"0080350","2"
"0079210","2"
"0079174","2"
"0080547","2"
"0080589","2"
"9000355","2"
"9000355","2"
"0080342","2"
"0077956","2"
"0080257","2"
"0079016","2"
"0079016","2"
"0078996","2"
"0079179","2"
"0079179","2"
"0077840","2"
"0079248","2"
"0111737","2"
"9000349","2"
"9000349","2"
"0080241","2"
"0080312","2"
"0080344","2"
"0078945","2"
"0113614","2"
"0176385","2"
"0079035","2"
"0079036","2"
"0080314","2"
"0078919","2"
"0086649","2"
"0086757","2"
"0088425","2"
"9008391","2"
"9008391","2"
"0089202","2"
"0111740","2"
"0089360","2"
"0089468","2"
"0178108","2"
"0085500","2"
"0088316","2"
"0088317","2"
"9004684","2"
"9004119","2"
"0089322","2"
"0088193","2"
"0086539","2"
"0086864","2"
"0086864","2"
"0089430","2"
"0088144","2"
"0089759","2"
"0086561","2"
"0088178","2"
"0086602","2"
"0088247","2"
"0088249","2"
"0131420","2"
"0086735","2"
"0178532","2"
"0088070","2"
"0088177","2"
"0116640","2"
"0086827","2"
"0088086","2"
"0116650","2"
"0085532","2"
"0089324","2"
"0086797","2"
"0089475","2"
"0086517","2"
"0088039","2"
"0088038","2"
"0089350","2"
"0088418","2"
"0088103","2"
"0116636","2"
"9003985","2"
"0121200","2"
"0121200","2"
"0088163","2"
"0108028","2"
"0088286","2"
"0116646","2"
"0086841","2"
"0089512","2"
"0085607","2"
"0088326","2"
"0085420","2"
"0086525","2"
"0085456","2"
"0184791","2"
"0184791","2"
"9004126","2"
"0088327","2"
"0089477","2"
"0089518","2"
"0088346","2"
"0086452","2"
"0086452","2"
"9008389","2"
"0089234","2"
"0086672","2"
"0088200","2"
"0086574","2"
"0088198","2"
"0089192","2"
"0089403","2"
"0113948","2"
"0113948","2"
"0085516","2"
"0086545","2"
"0086546","2"
"0086661","2"
"0131346","2"
"0131287","2"
"0086503","2"
"0086405","2"
"0086667","2"
"0086667","2"
"0086543","2"
"0086543","2"
"0088320","2"
"0088378","2"
"0088397","2"
"0085430","2"
"0088254","2"
"0086587","2"
"0086635","2"
"0086544","2"
"0089418","2"
"0089531","2"
"0088128","2"
"0089194","2"
"0089194","2"
"0089194","2"
"0085387","2"
"0089372","2"
"0089382","2"
"0086554","2"
"0089259","2"
"0088092","2"
"0086515","2"
"0086362","2"
"0089085","2"
"0086354","2"
"0085407","2"
"0089249","2"
"0087822","2"
"0184534","2"
"0173411","2"
"0173873","2"
"9008369","2"
"0173443","2"
"0069588","2"
"0184536","2"
"0069673","2"
"0086296","2"
"0087904","2"
"0085463","2"
"9008772","2"
"0086227","2"
"0177938","2"
"0087781","2"
"0178491","2"
"0089270","2"
"0089051","2"
"0088963","2"
"0089068","2"
"0089263","2"
"0089263","2"
"0089263","2"
"0089230","2"
"0085177","2"
"0131337","2"
"0086255","2"
"0089088","2"
"0087983","2"
"0088134","2"
"0085411","2"
"0085203","2"
"0087930","2"
"0185130","2"
"0088075","2"
"0086430","2"
"0085193","2"
"9003716","2"
"0086258","2"
"0196423","2"
"0196423","2"
"0196423","2"
"0086365","2"
"0087707","2"
"0088917","2"
"0085190","2"
"0088918","2"
"0088914","2"
"0087764","2"
"0114038","2"
"0114038","2"
"0087895","2"
"0085166","2"
"0087948","2"
"0089169","2"
"0088016","2"
"0087667","2"
"9003757","2"
"0086208","2"
"0086357","2"
"0131410","2"
"0085320","2"
"0085320","2"
"0085320","2"
"0085311","2"
"0131399","2"
"0087973","2"
"0184238","2"
"0087994","2"
"0089124","2"
"0085327","2"
"0087988","2"
"0087992","2"
"0089081","2"
"0086284","2"
"0087680","2"
"0087682","2"
"0173418","2"
"0071225","2"
"0192680","2"
"0069568","2"
"0186366","2"
"0088020","2"
"0178461","2"
"0178469","2"
"0085260","2"
"0085260","2"
"0089195","2"
"0131300","2"
"0087870","2"
"0089261","2"
"0089261","2"
"0088031","2"
"0088146","2"
"0087873","2"
"0131331","2"
"0085331","2"
"0086270","2"
"0089114","2"
"0086352","2"
"0085173","2"
"0184778","2"
"0088981","2"
"0088982","2"
"0087794","2"
"0088959","2"
"0086162","2"
"0089268","2"
"0088071","2"
"0085446","2"
"0085446","2"
"0086240","2"
"0116619","2"
"0177971","2"
"0086235","2"
"0089010","2"
"0086113","2"
"0107373","2"
"0089145","2"
"0089179","2"
"0086139","2"
"9014414","2"
"0085316","2"
"0085291","2"
"0094594","2"
"0093459","2"
"0093459","2"
"0093459","2"
"0093459","2"
"0093459","2"
"0093459","2"
"0093459","2"
"0093532","2"
"0093533","2"
"0094284","2"
"0095657","2"
"0094485","2"
"0094363","2"
"0094364","2"
"0131825","2"
"0094514","2"
"0094614","2"
"0093555","2"
"0093555","2"
"0093555","2"
"0094756","2"
"0094800","2"
"0094169","2"
"0094397","2"
"0094328","2"
"0093577","2"
"0095787","2"
"0179813","2"
"0094737","2"
"0094765","2"
"0094803","2"
"0095112","2"
"0094344","2"
"0179822","2"
"0094660","2"
"0093496","2"
"0094728","2"
"0094833","2"
"0094468","2"
"0094404","2"
"0184447","2"
"0094579","2"
"0072380","2"
"0174434","2"
"0073513","2"
"0070501","2"
"0073113","2"
"0073290","2"
"0196308","2"
"0174578","2"
"0070578","2"
"0193556","2"
"0073096","2"
"0070546","2"
"0108781","2"
"0070376","2"
"9001791","2"
"9001791","2"
"9001791","2"
"0070331","2"
"0070285","2"
"0072327","2"
"0072327","2"
"0070571","2"
"0174600","2"
"0070496","2"
"0072218","2"
"9003495","2"
"0073343","2"
"0070341","2"
"0072266","2"
"0072267","2"
"0072267","2"
"0072267","2"
"0072319","2"
"9008669","2"
"0072390","2"
"0073068","2"
"0073068","2"
"0119508","2"
"0094760","2"
"0094742","2"
"0094773","2"
"0094347","2"
"0094557","2"
"9002956","2"
"0094670","2"
"0095781","2"
"0094219","2"
"0094290","2"
"0095015","2"
"0094456","2"
"0095115","2"
"0179846","2"
"0093447","2"
"0094183","2"
"0094309","2"
"0094477","2"
"0094504","2"
"0094540","2"
"0094584","2"
"0093543","2"
"0093543","2"
"0095617","2"
"0094294","2"
"0094353","2"
"0094443","2"
"0094559","2"
"0094506","2"
"0094714","2"
"0095061","2"
"0094261","2"
"0095585","2"
"0095108","2"
"0095109","2"
"0094373","2"
"0094372","2"
"0094480","2"
"0180010","2"
"0117017","2"
"0095563","2"
"0094391","2"
"0109549","2"
"0117070","2"
"0117070","2"
"0094508","2"
"0179640","2"
"0094702","2"
"0094677","2"
"0114088","2"
"0131827","2"
"0179599","2"
"0094718","2"
"0094982","2"
"0094358","2"
"0094589","2"
"0095263","2"
"0095308","2"
"0179646","2"
"0094683","2"
"0094684","2"
"0094246","2"
"0093435","2"
"0094324","2"
"0094324","2"
"0095623","2"
"0094253","2"
"0094249","2"
"0094462","2"
"0094395","2"
"0094526","2"
"0095301","2"
"0094497","2"
"0106929","2"
"0070582","2"
"0072247","2"
"0072353","2"
"0072353","2"
"0073097","2"
"0072351","2"
"0174380","2"
"0173626","2"
"0072335","2"
"0072335","2"
"0073156","2"
"0174363","2"
"0072984","2"
"0072984","2"
"9003200","2"
"0072362","2"
"0072382","2"
"9001789","2"
"9001789","2"
"0070439","2"
"0070357","2"
"0070357","2"
"0073428","2"
"0122157","2"
"0113194","2"
"0113223","2"
"0073061","2"
"0072829","2"
"0072175","2"
"0072144","2"
"9001999","2"
"0070583","2"
"0070583","2"
"0073414","2"
"0070520","2"
"0073222","2"
"0070226","2"
"0071951","2"
"0071951","2"
"0121005","2"
"0121005","2"
"0121007","2"
"0173636","2"
"0073213","2"
"0073213","2"
"0071990","2"
"0113188","2"
"0072232","2"
"0073512","2"
"0072140","2"
"0072141","2"
"0073302","2"
"0070348","2"
"0070524","2"
"0113214","2"
"0113192","2"
"0113192","2"
"0070597","2"
"0073158","2"
"0071966","2"
"0174401","2"
"0070441","2"
"0113068","2"
"0183831","2"
"0073407","2"
"0073537","2"
"0072387","2"
"0070213","2"
"0072832","2"
"0119277","2"
"0174361","2"
"0070409","2"
"0073306","2"
"0093523","2"
"0093522","2"
"0093552","2"
"0093552","2"
"0089681",
"0089648","2"
"0089732","2"
"0087116","2"
"0087116","2"
"0087116","2"
"0131368","2"
"0085661","2"
"0085661","2"
"0085661","2"
"0085667","2"
"0087411","2"
"0087413","2"
"0087388","2"
"0114076","2"
"0087063","2"
"0087059","2"
"0088760","2"
"0088737","2"
"0114008","2"
"0088826","2"
"0095011","2"
"0089578","2"
"0119437","2"
"0088505","2"
"0087106","2"
"0089653","2"
"0089689","2"
"0087047","2"
"0094289","2"
"0094307","2"
"0088454","2"
"0087085","2"
"0087085","2"
"0088641","2"
"0088641","2"
"0085734","2"
"0094254","2"
"0094237","2"
"0095596","2"
"0088465","2"
"0087051","2"
"0087067","2"
"0087067","2"
"0087092","2"
"0088754","2"
"0087394","2"
"0085596","2"
"0088621","2"
"0087200","2"
"0088831","2"
"0089470","2"
"0086952","2"
"0087234","2"
"0087234","2"
"0089635","2"
"0089636","2"
"0088789","2"
"0087398","2"
"0131385","2"
"0086950","2"
"0088626","2"
"0088591","2"
"0087361","2"
"0132598","2"
"0087362","2"
"0116367","2"
"0072316","2"
"0072315","2"
"0070514","2"
"0070514","2"
"0070514","2"
"0070557","2"
"0070233","2"
"0070201","2"
"0069949","2"
"9004558","2"
"0070056","2"
"0173496","2"
"0174075","2"
"0071444","2"
"0069921","2"
"0071652","2"
"9002832","2"
"9002832","2"
"0070220","2"
"0069973","2"
"0174170","2"
"0071695","2"
"0071754","2"
"0073184","2"
"0070161","2"
"0071391","2"
"0173486","2"
"0071725","2"
"0119261","2"
"0174227","2"
"9008557","2"
"9008557","2"
"0071742","2"
"0184589","2"
"0073220","2"
"9002355","2"
"0174154","2"
"9008573","2"
"0071776","2"
"0071901","2"
"0070119","2"
"0070263","2"
"0069950","2"
"0069950","2"
"0071705","2"
"0113094","2"
"0069571","2"
"0069696","2"
"0069696","2"
"0069696","2"
"0069696","2"
"0174112","2"
"0069926","2"
"0069926","2"
"0069926","2"
"0069926","2"
"0111545","2"
"0111545","2"
"0071744","2"
"9000299","2"
"0173915","2"
"0071466","2"
"0185959","2"
"0069698","2"
"0069814","2"
"0069865","2"
"0071857","2"
"0071857","2"
"0071857","2"
"0071857","2"
"0071801","2"
"0071801","2"
"0071783","2"
"0178550","2"
"0088728","2"
"0089658","2"
"0089659","2"
"0088658","2"
"0088659","2"
"0177847","2"
"0087418","2"
"0085582","2"
"0088430","2"
"0088686","2"
"0177856","2"
"0087424","2"
"0088837","2"
"0088782","2"
"0085599","2"
"0086753","2"
"0178548","2"
"0088455","2"
"0087186","2"
"0088460","2"
"0088511","2"
"0119453","2"
"0087224","2"
"0085697","2"
"0089565","2"
"0089615","2"
"0088458","2"
"0088458","2"
"0088634","2"
"0085673","2"
"0088597","2"
"0116572","2"
"0085587","2"
"0086857","2"
"0088492","2"
"0088492","2"
"0088608","2"
"0178174","2"
"0179828","2"
"0175598","2"
"0178023","2"
"0177991","2"
"0095540","2"
"0070467","2"
"0070470","2"
"0070470","2"
"0178269","2"
"0175739","2"
"0087282","2"
"0095736","2"
"9014548","2"
"0183913","2"
"0176747","2"
"0132610","2"
"0079815","2"
"0079815","2"
"0085375","2"
"0085375","2"
"0085375","2"
"0085375","2"
"0071765","2"
"0071852","2"
"0071228","2"
"0069836","2"
"0069836","2"
"0069836","2"
"0069778","2"
"0069778","2"
"0071402","2"
"0111541","2"
"0071994","2"
"0071994","2"
"0069611","2"
"9007069","2"
"9001467","2"
"0174281","2"
"0069766","2"
"9008567","2"
"0069918","2"
"0069918","2"
"0069917","2"
"0173538","2"
"0174276","2"
"0071864","2"
"9008564","2"
"0174260","2"
"0072034","2"
"0073205","2"
"0071919","2"
"0069838","2"
"0174035","2"
"9004591","2"
"0069945","2"
"0071669","2"
"0071804","2"
"0174340","2"
"0071408","2"
"0184217","2"
"0073230","2"
"0069912","2"
"0173536","2"
"0129984","2"
"0069841","2"
"0069841","2"
"0069756","2"
"0069800","2"
"0069824","2"
"0174142","2"
"0070008","2"
"0070054","2"
"0070055","2"
"0070055","2"
"9009856","2"
"0078604","2"
"0107107","2"
"0107107","2"
"0078787","2"
"0078683","2"
"0078697","2"
"0078733","2"
"0079946","2"
"0080024","2"
"0077470","2"
"0080028","2"
"0080018","2"
"0078676","2"
"0175662","2"
"0079991","2"
"0078748","2"
"0079915","2"
"0121024","2"
"0073351","2"
"0178403","2"
"0095007","2"
"0080392","2"
"0080397","2"
"0176418","2"
"0122349","2"
"0078059","2"
"0099463","2"
"0099463","2"
"0099434","2"
"0099434","2"
"0181427","2"
"0099479","2"
"0099479","2"
"0099479","2"
"0099479","2"
"0099479","2"
"0099479","2"
"0174320","2"
"0179588","2"
"0078576","2"
"0071747","2"
"0071747","2"
"0095050","2"
"0089341","2"
"0089541","2"
"0086924","2"
"0192415","2"
"0088824","2"
"0179911","2"
"0087177","2"
"0184530","2"
"0095884","2"
"0095476","2"
"0099676","2"
"0099688","2"
"0086930","2"
"0183923","2"
"0087249","2"
"0087252","2"
"0176239","2"
"0070378","2"
"0116385","2"
"0071709","2"
"0078233","2"
"0094562","2"
"0179612","2"
"0184256","2"
"0085652","2"
"0085652","2"
"0085649","2"
"0071728","2"
"0106927","2"
"0189915","2"
"0095494","2"
"0099567","2"
"0099567","2"
"0099567","2"
"0093676","2"
"0111626","2"
"0093593","2"
"0093959","2"
"0093959","2"
"0093959","2"
"0093959","2"
"0093950","2"
"0093950","2"
"0093950","2"
"0093950","2"
"0093950","2"
"0093950","2"
"0093950","2"
"0093950","2"
"0093950","2"
"0093950","2"
"0093950","2"
"0093950","2"
"0093950","2"
"0093950","2"
"0093950","2"
"0093950","2"
"0093949","2"
"0093949","2"
"0093949","2"
"0093949","2"
"0093949","2"
"0093949","2"
"0093949","2"
"0093949","2"
"0093921","2"
"0099632","2"
"0077515","2"
"0080001","2"
"0078762","2"
"0081065","2"
"0078463","2"
"0121071","2"
"0081161","2"
"0081161","2"
"0081161","2"
"0122200","2"
"0079978","2"
"0077534","2"
"0078634","2"
"0077516","2"
"0078701","2"
"0078810","2"
"0077624","2"
"0078616","2"
"0078616","2"
"0113509","2"
"0113509","2"
"0078700","2"
"0121110","2"
"0176343","2"
"0116453","2"
"0077657","2"
"0077658","2"
"0079933","2"
"0080029","2"
"0080064","2"
"9009859","2"
"0077570","2"
"0077569","2"
"0078446","2"
"0081086","2"
"0081043","2"
"0078713","2"
"0078713","2"
"0078713","2"
"0078667","2"
"0077602","2"
"0077601","2"
"0175920","2"
"0081472","2"
"0081472","2"
"0078583","2"
"0077443","2"
"0077442","2"
"0176324","2"
"0080147","2"
"0080119","2"
"0078851","2"
"0078851","2"
"0078770","2"
"0078758","2"
"0081134","2"
"0078449","2"
"0077518","2"
"0078650","2"
"0078703","2"
"0113461","2"
"0113461","2"
"0081152","2"
"0116491","2"
"0077409","2"
"0077409","2"
"0077409","2"
"0077409","2"
"0079923","2"
"0078482","2"
"0078621","2"
"0080009","2"
"0078771","2"
"0077590","2"
"0078836","2"
"0080122","2"
"0078474","2"
"0078474","2"
"0078474","2"
"0078474","2"
"0081057","2"
"0078587","2"
"0078484","2"
"0078570","2"
"0078468","2"
"0079983","2"
"0077522","2"
"0176349","2"
"0080120","2"
"0080121","2"
"0077591","2"
"0077617","2"
"0176288","2"
"0079937","2"
"0078551","2"
"0077406","2"
"0131817","2"
"0099447","2"
"0094885","2"
"0094885","2"
"0094885","2"
"0094885","2"
"0093861","2"
"0093823","2"
"0099454","2"
"0093581","2"
"0095808","2"
"0094856","2"
"0094857","2"
"0094892","2"
"0094892","2"
"0093930","2"
"0093906","2"
"0093906","2"
"0093987","2"
"0093987","2"
"0093987","2"
"0093987","2"
"0093987","2"
"0093987","2"
"0093987","2"
"0093987","2"
"0093597","2"
"0093866","2"
"0095886","2"
"0093828","2"
"0122347","2"
"0093588","2"
"0099535","2"
"0099535","2"
"0099535","2"
"0099503","2"
"0099533","2"
"0093583","2"
"0093572","2"
"0093571","2"
"0093721","2"
"0093873","2"
"0093838","2"
"0181444","2"
"0099544","2"
"0093622","2"
"0094810","2"
"0094810","2"
"0094810","2"
"0093777","2"
"0093777","2"
"0093777","2"
"0093777","2"
"0093777","2"
"0093777","2"
"0093777","2"
"0093777","2"
"0093776","2"
"0093776","2"
"0093776","2"
"0093776","2"
"0093727","2"
"0094000","2"
"0094053","2"
"0099523","2"
"0099524","2"
"0099528","2"
"0103580","2"
"0103580","2"
"0117866","2"
"0117866","2"
"0117866","2"
"0117866","2"
"0093780","2"
"0093780","2"
"0093780","2"
"0093780","2"
"0093780","2"
"0093780","2"
"0093780","2"
"0093780","2"
"0094009","2"
"0094009","2"
"0094014","2"
"0179658","2"
"0109970","2"
"0107522","2"
"0099586","2"
"0094813","2"
"0093785","2"
"0093785","2"
"0093814","2"
"0093793","2"
"0093716","2"
"0099573","2"
"0093821","2"
"0093791","2"
"0196333","2"
"0099576","2"
"0099577","2"
"0099612","2"
"0093627","2"
"0093627","2"
"0093627","2"
"0093575","2"
"0094780","2"
"0095871","2"
"0093762","2"
"0093762","2"
"0093817","2"
"0093817","2"
"0093817","2"
"0093817","2"
"0093817","2"
"0093817","2"
"0093817","2"
"0093817","2"
"0093817","2"
"0093817","2"
"0093817","2"
"0093817","2"
"0116989","2"
"0116991","2"
"0078745","2"
"0081112","2"
"0176665","2"
"0081037","2"
"0113583","2"
"0078718","2"
"0081223","2"
"0116443","2"
"0081104","2"
"0081104","2"
"0079929","2"
"0079929","2"
"0078460","2"
"0079867","2"
"0079867","2"
"0077461","2"
"0078692","2"
"0079990","2"
"0079990","2"
"0078704","2"
"0078704","2"
"0078726","2"
"0176713","2"
"0113707","2"
"0081082","2"
"0081082","2"
"0078442","2"
"0079995","2"
"0078720","2"
"0078720","2"
"0078720","2"
"0078720","2"
"0078861","2"
"0078861","2"
"0078862","2"
"0079740","2"
"0078297","2"
"0078310","2"
"0113670","2"
"0078258","2"
"0078177","2"
"0078202","2"
"0081434","2"
"0080961","2"
"0078425","2"
"0079603","2"
"0079701","2"
"0077221","2"
"0078230","2"
"0078230","2"
"0079818","2"
"0176229","2"
"0079672","2"
"0077200","2"
"0077200","2"
"0077235","2"
"0175874","2"
"0078217","2"
"0078217","2"
"0078217","2"
"0079605","2"
"0175865","2"
"0079656","2"
"0079835","2"
"0113679","2"
"0107137","2"
"0175836","2"
"0077245","2"
"0113473","2"
"0079620","2"
"0078206","2"
"0183869","2"
"0077304","2"
"9006379","2"
"0108009","2"
"9002557","2"
"9002557","2"
"0072251","2"
"0080022","2"
"0072361","2"
"0107335","2"
"0107366","2"
"0087590","2"
"0106975","2"
"0077802","2"
"0107177","2"
"0081238","2"
"0081238","2"
"9008356","2"
"9008356","2"
"9008356","2"
"0103875","2"
"0121321","2"
"0121321","2"
"0121321","2"
"0107134","2"
"0107186","2"
"0186007","2"
"0121030","2"
"0120469","2"
"0186025","2"
"0179869","2"
"0120363","2"
"0121130","2"
"0120953","2"
"0121318","2"
"0121318","2"
"0130817","2"
"0130009","2"
"9005063","2"
"0144368","2"
"0143712","2"
"0144360","2"
"0173387","2"
"0095071","2"
"0178576","2"
"0143858","2"
"0179718","2"
"0143704","2"
"0178295","2"
"0183922","2"
"0145441","2"
"0145437","2"
"0145436","2"
"0174289","2"
"0144825","2"
"0144820","2"
"0143850","2"
"0143849","2"
"0143846","2"
"0143699","2"
"0107404","2"
"0107110","2"
"0107104","2"
"0107142","2"
"0121329","2"
"0183085","2"
"0107464","2"
"0107464","2"
"0107464","2"
"0107464","2"
"0107464","2"
"0106928","2"
"0107138","2"
"0104451","2"
"0107165","2"
"0106989","2"
"0094218","2"
"0187130","2"
"0144975","2"
"0144006","2"
"0143841","2"
"0178314","2"
"0143836","2"
"0178294","2"
"0179716","2"
"0176251","2"
"0144967","2"
"0144965","2"
"0145954","2"
"0145949","2"
"0073393","2"
"0145115","2"
"0144161","2"
"0179562","2"
"0143976","2"
"0143660","2"
"0145926","2"
"0145925","2"
"0186075","2"
"0183975","2"
"0145551","2"
"0174589","2"
"0144926","2"
"0176568","2"
"9014522","2"
"0185658","2"
"9009113","2"
"0144124","2"
"0145731","2"
"0144118","2"
"0143457","2"
"0188683","2"
"0143449","2"
"0144606","2"
"0143941","2"
"0178289","2"
"0178266","2"
"0143762","2"
"0178293","2"
"0143443","2"
"0143604","2"
"0184378","2"
"0179947","2"
"0143748","2"
"0143584","2"
"0145875","2"
"0145165","2"
"0145837","2"
"0145836","2"
"0145652","2"
"0145320","2"
"0179744","2"
"0145319","2"
"0145018","2"
"0144853","2"
"0174290","2"
"0144218","2"
"0143877","2"
"0143563","2"
"0143555","2"
"0145648","2"
"0176167","2"
"0176681","2"
"0176139","2"
"0117071","2"
"0188401","2"
"0173369","2"
"0175921","2"
"0179945","2"
"0180083","2"
"0176162","2"
"0176005","2"
"0173414","2"
"0175939","2"
"0183836","2"
"9014538","2"
"0117072","2"
"0077255","2"
"0109965","2"
"0131822","2"
"0131826","2"
"0121323","2"
"0108983","2"
"0109130","2"
"0089723","2"
"0109088","2"
"0108747","2"
"0108747","2"
"0108806","2"
"0077328","2"
"0109556","2"
"0108800","2"
"0108817","2"
"0108959","2"
"0114144","2"
"0107191","2"
"0108915","2"
"0131393","2"
"0085240","2"
"0085240","2"
"0085240","2"
"0085240","2"
"0085240","2"
"0085240","2"
"0085240","2"
"0085240","2"
"0131303","2"
"0131357","2"
"0131330","2"
"0131413","2"
"0131413","2"
"0131409","2"
"0108276","2"
"0108923","2"
"0108327","2"
"0071997","2"
"0117772","2"
"0117772","2"
"0117772","2"
"0117772","2"
"0108811","2"
"0113609","2"
"0087765","2"
"0113485","2"
"0113949","2"
"0111926","2"
"0113147","2"
"0113147","2"
"0113711","2"
"0113711","2"
"0113671","2"
"0111924","2"
"0113508","2"
"0113502","2"
"0111990","2"
"9004473","2"
"0113602","2"
"0111951","2"
"0131367","2"
"0130785","2"
"0176244","2"
"0176710","2"
"0192714","2"
"0177960","2"
"0176601","2"
"0174558","2"
"0176777","2"
"0179991","2"
"0178529","2"
"0085713","2"
"0119865","2"
"0174478","2"
"0069648","2"
"0081276","2"
"0174389","2"
"0114002","2"
"0113998","2"
"0113633","2"
"0113161","2"
"0121369","2"
"0113562","2"
